reference,doi_link,catalyst_name,catalyst_composition_available,starting_material_active_1,active_comp_1,active_1_percent,starting_material_2,active_comp_2,active_2_percent,support_comp_1,support_1_percent,support_comp_2,support_2_percent,catalyst_surface_area_m2_g,mean_pore_diameter_nm,temperature_k,pressure_bar,pH2_pCO2_ratio,GHSV_nlph_gcat,catalyst_load_g,CO2_conversion,selectivity_CH3OH,yield_CH3OH,STY_g_per_gcath
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,543,30,3,2.40,0.5,10.9,91.3,9.9517,0.0795
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,523,10,3,2.40,0.5,7.4,95.3,7.0522,0.0564
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,523,20,3,2.40,0.5,10.4,98.1,10.2024,0.0815
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,523,30,3,2.40,0.5,9.4,99.1,9.3154,0.0744
Ota et al. (2012),https://doi.org/10.1016/j.jcat.2012.05.020,PdMgAl,Yes,Pd,Pd,1.2,NA,NA,NA,MgO,83.8,Al2O3,15,127,NA,523,30,3,14.60,0.4,0.3,4,0.012,0.0006
Ota et al. (2012),https://doi.org/10.1016/j.jcat.2012.05.020,PdZnAl,Yes,Pd,Pd,1.2,NA,NA,NA,ZnO,83.8,Al2O3,15,86,NA,523,30,3,14.60,0.4,0.6,60,0.36,0.0175
Ota et al. (2012),https://doi.org/10.1016/j.jcat.2012.05.020,PdMgGa,Yes,Pd,Pd,1.2,NA,NA,NA,MgO,83.8,Ga2O3,15,111,NA,523,30,3,14.60,0.4,1,47,0.47,0.0229
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,573,30,4,15.00,0.2,6.34,57.29,3.632186,0.1451
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,548,30,4,15.00,0.2,2.5,64,1.6,0.0639
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,523,30,4,15.00,0.2,1,68,0.68,0.0272
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,498,30,4,15.00,0.2,0.2,92,0.184,0.0074
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,473,30,4,15.00,0.2,0.1,70,0.07,0.0028
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NS,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,94.9,17.10,573,30,4,15.00,0.2,12.68,59.76,7.577568,0.3028
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NS,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,94.9,17.10,548,30,4,15.00,0.2,5.6,63,3.528,0.1410
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NP,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,53.7,8.30,573,30,4,15.00,0.2,8.03,54.83,4.402849,0.1759
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NP,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,53.7,8.30,548,30,4,15.00,0.2,2.6,64,1.664,0.0665
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NS,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,94.9,17.10,523,30,4,15.00,0.2,2.4,67,1.608,0.0643
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NP,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,53.7,8.30,523,30,4,15.00,0.2,1.8,73,1.314,0.0525
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NS,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,94.9,17.10,498,30,4,15.00,0.2,0.4,50,0.2,0.0080
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NP,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,53.7,8.30,498,30,4,15.00,0.2,0.2,94,0.188,0.0075
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-NS,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,94.9,17.10,473,30,4,15.00,0.2,0.1,44,0.044,0.0018
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,Au/In2O3-HM,Yes,Au,Au,1.4,NA,NA,NA,In2O3,98.6,NA,NA,32.6,30.80,473,30,4,15.00,0.2,0.1,52,0.052,0.0021
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-HM,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,42.3,52.10,573,30,4,15.00,0.2,5.43,53.23,2.890389,0.1155
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-HM,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,42.3,52.10,473,30,4,15.00,0.2,0.1,83.8,0.0838,0.0033
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-HM,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,42.3,52.10,498,30,4,15.00,0.2,0.4,90.6,0.3624,0.0145
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-HM,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,42.3,52.10,523,30,4,15.00,0.2,1.1,64.8,0.7128,0.0285
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-HM,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,42.3,52.10,548,30,4,15.00,0.2,2.7,57.4,1.5498,0.0619
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NP,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,69.2,10.00,573,30,4,15.00,0.2,7.46,47.61,3.551706,0.1419
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NP,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,69.2,10.00,473,30,4,15.00,0.2,0.2,57.1,0.1142,0.0046
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NP,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,69.2,10.00,498,30,4,15.00,0.2,0.4,86.1,0.3444,0.0138
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NP,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,69.2,10.00,523,30,4,15.00,0.2,1.5,61.1,0.9165,0.0366
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NP,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,69.2,10.00,548,30,4,15.00,0.2,3.3,56,1.848,0.0738
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NS,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,123.5,22.40,573,30,4,15.00,0.2,9.15,44.08,4.03332,0.1612
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NS,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,123.5,22.40,473,30,4,15.00,0.2,0.2,65.3,0.1306,0.0052
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NS,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,123.5,22.40,498,30,4,15.00,0.2,0.5,91.1,0.4555,0.0182
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NS,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,123.5,22.40,523,30,4,15.00,0.2,1.9,62.2,1.1818,0.0472
R. Hou 2023,https://doi.org/10.1016/j.jes.2023.05.010,In2O3-NS,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,123.5,22.40,548,30,4,15.00,0.2,4.2,56.5,2.373,0.0948
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-P/In2O3,Yes,Pd,Pd,2.3,NA,NA,NA,In2O3,97.7,NA,NA,NA,NA,573,50,4,21.00,0.1,20.5,72.1,14.78,0.8269
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-P/In2O3,Yes,Pd,Pd,2.3,NA,NA,NA,In2O3,97.7,NA,NA,NA,NA,473,50,4,21.00,0.1,0.8,100,0.80,0.0448
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-P/In2O3,Yes,Pd,Pd,2.3,NA,NA,NA,In2O3,97.7,NA,NA,NA,NA,498,50,4,21.00,0.1,3.1,95.6,2.96,0.1658
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-P/In2O3,Yes,Pd,Pd,2.3,NA,NA,NA,In2O3,97.7,NA,NA,NA,NA,523,50,4,21.00,0.1,8.4,91.5,7.69,0.4300
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-P/In2O3,Yes,Pd,Pd,2.3,NA,NA,NA,In2O3,97.7,NA,NA,NA,NA,548,50,4,21.00,0.1,15.5,84.5,13.10,0.7327
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-I/In2O3,Yes,Pd,Pd,2.5,NA,NA,NA,In2O3,97.5,NA,NA,NA,NA,573,50,4,21.00,0.1,18.4,72.7,13.38,0.7484
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-I/In2O3,Yes,Pd,Pd,2.5,NA,NA,NA,In2O3,97.5,NA,NA,NA,NA,473,50,4,21.00,0.1,0.2,100,0.20,0.0112
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-I/In2O3,Yes,Pd,Pd,2.5,NA,NA,NA,In2O3,97.5,NA,NA,NA,NA,498,50,4,21.00,0.1,1.6,93.3,1.49,0.0835
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-I/In2O3,Yes,Pd,Pd,2.5,NA,NA,NA,In2O3,97.5,NA,NA,NA,NA,523,50,4,21.00,0.1,4.7,88.9,4.18,0.2338
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,Pd-I/In2O3,Yes,Pd,Pd,2.5,NA,NA,NA,In2O3,97.5,NA,NA,NA,NA,548,50,4,21.00,0.1,11.2,82.1,9.20,0.5144
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,In2O3,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,NA,NA,573,50,4,21.00,0.1,8.2,71.2,5.84,0.3266
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,In2O3,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,NA,NA,473,50,4,21.00,0.1,0,0,0.00,0.0000
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,In2O3,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,NA,NA,498,50,4,21.00,0.1,0.2,99.7,0.1994,0.0112
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,In2O3,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,NA,NA,523,50,4,21.00,0.1,1.2,81.5,0.978,0.0547
Rui et al. (2017),https://doi.org/10.1016/j.apcatb.2017.06.069,In2O3,Yes,NA,NA,NA,NA,NA,NA,In2O3,100,NA,NA,NA,NA,548,50,4,21.00,0.1,3.5,75.3,2.6355,0.1474
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,40,3,6.00,0.67,7,65,4.55,0.0909
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,40,3,6.00,0.67,8,50,4,0.0799
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,40,3,6.00,0.67,11,36,3.96,0.0791
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,40,3,6.00,0.67,5,71,3.55,0.0709
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,40,3,6.00,0.67,16,18,2.88,0.0575
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,40,3,6.00,0.67,2,80,1.6,0.0320
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,40,3,6.00,0.67,22.5,1,0.225,0.0045
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,40,3,6.00,1,26,38,9.88,0.1974
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,593,40,3,6.00,1,9,80,7.2,0.1439
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,643,40,3,6.00,1,17.5,40,7,0.1399
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,613,40,3,6.00,1,13.5,50,6.75,0.1349
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,573,40,3,6.00,1,7,60,4.2,0.0839
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,553,40,3,6.00,1,4,90,3.6,0.0719
S. Ghosh 2022,https://doi.org/10.1016/j.cej.2022.135090,In2O3/HZSM(Zeolite),Yes,In2O3,In2O3,42.3,NA,NA,NA,SiO2,2.4,Al2O3,55.3,NA,NA,523,40,3,6.00,1,1,0,0,0.0000
S. Zhang et al.  2023,https://doi.org/10.1016/j.cej.2024.150334,CoGa1.0Al1.0O4/SiO2,Yes,CoGaAlO4,CoGaAlO4,10.5,NA,NA,NA,SiO2,89.5,NA,NA,NA,NA,543,30,4,3.00,NA,4.2,33,1.386,0.0111
S. Zhang et al.  2023,https://doi.org/10.1016/j.cej.2024.150334,500-CDM,No,CoGaAlO4,CoGaAlO4,10.5,C,C,NA,SiO2,89.5,NA,NA,NA,NA,543,30,4,3.00,NA,4.2,20.5,0.861,0.0069
S. Zhang et al.  2023,https://doi.org/10.1016/j.cej.2024.150334,550-CDM,No,CoGaAlO4,CoGaAlO4,10.5,C,C,NA,SiO2,89.5,NA,NA,NA,NA,543,30,4,3.00,NA,4.1,20.5,0.8405,0.0067
S. Zhang et al.  2023,https://doi.org/10.1016/j.cej.2024.150334,600-CDM,No,CoGaAlO4,CoGaAlO4,10.5,C,C,NA,SiO2,89.5,NA,NA,NA,NA,543,30,4,3.00,NA,3.5,45,1.575,0.0126
S. Zhang et al.  2023,https://doi.org/10.1016/j.cej.2024.150334,650-CDM,No,CoGaAlO4,CoGaAlO4,10.5,C,C,NA,SiO2,89.5,NA,NA,NA,NA,543,30,4,3.00,NA,2,42,0.84,0.0067
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,PZC(PdZn/CeO2),Yes,PdZn,Pd,11.6,ZnO,Zn,11.6,CeO2,76.8,NA,NA,38,5.20,503,20,3,2.40,0.5,14,91.5,12.81,0.1024
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,PZC(PdZn/CeO2),Yes,PdZn,Pd,11.6,ZnO,Zn,11.6,CeO2,76.8,NA,NA,38,5.20,493,20,3,2.40,0.5,14,95,13.30,0.1063
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,PZC(PdZn/CeO2),Yes,PdZn,Pd,11.6,ZnO,Zn,11.6,CeO2,76.8,NA,NA,38,5.20,523,20,3,2.40,0.5,16.2,78.4,12.70,0.1015
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,PZC(PdZn/CeO2),Yes,PdZn,Pd,11.6,ZnO,Zn,11.6,CeO2,76.8,NA,NA,38,5.20,543,20,3,2.40,0.5,17.1,58,9.92,0.0793
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,20,3,2.40,0.5,15.9,94.7,15.06,0.1203
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,493,20,3,2.40,0.5,14.2,96.3,13.67,0.1093
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,523,20,3,2.40,0.5,16.9,85.7,14.48,0.1158
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,543,20,3,2.40,0.5,17.8,74.1,13.19,0.1054
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,20,3,3.60,0.5,14.2,97,13.77,0.1651
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,20,3,6.00,0.5,10.4,98.1,10.20,0.2038
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,20,3,12.00,0.5,7.9,100,7.90,0.3157
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,5,3,2.40,0.5,2.5,94.2,2.36,0.0188
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,10,3,2.40,0.5,8.6,94.8,8.15,0.0652
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,30,3,2.40,0.5,14.4,93,13.39,0.1070
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,40,3,2.40,0.5,11.8,91.7,10.82,0.0865
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.5Ca-PZC,Yes,PdZn,Pd,11.4,ZnO,Zn,11.4,CeO2,75.3,Ca,1.9,34.3,11.30,503,50,3,2.40,0.5,5.4,87.7,4.74,0.0378
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,1.0Ca-PZC,Yes,PdZn,Pd,11.2,ZnO,Zn,11.3,CeO2,73.8,Ca,3.7,33.2,10.20,503,20,3,2.40,0.5,13.3,88.1,11.72,0.0936
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,1.0Ca-PZC,Yes,PdZn,Pd,11.2,ZnO,Zn,11.3,CeO2,73.8,Ca,3.7,33.2,10.20,493,20,3,2.40,0.5,12.2,90.6,11.05,0.0883
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,1.0Ca-PZC,Yes,PdZn,Pd,11.2,ZnO,Zn,11.3,CeO2,73.8,Ca,3.7,33.2,10.20,523,20,3,2.40,0.5,15.7,73.9,11.60,0.0927
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,1.0Ca-PZC,Yes,PdZn,Pd,11.2,ZnO,Zn,11.3,CeO2,73.8,Ca,3.7,33.2,10.20,543,20,3,2.40,0.5,17.3,65.2,11.28,0.0901
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.3Ca-PZC,Yes,PdZn,Pd,11.5,ZnO,Zn,11.5,CeO2,75.9,Ca,1.1,33.1,9.40,503,20,3,2.40,0.5,11.9,95.5,11.36,0.0908
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.3Ca-PZC,Yes,PdZn,Pd,11.5,ZnO,Zn,11.5,CeO2,75.9,Ca,1.1,33.1,9.40,493,20,3,2.40,0.5,11.1,98.4,10.92,0.0873
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.3Ca-PZC,Yes,PdZn,Pd,11.5,ZnO,Zn,11.5,CeO2,75.9,Ca,1.1,33.1,9.40,523,20,3,2.40,0.5,14.1,87.7,12.37,0.0988
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.3Ca-PZC,Yes,PdZn,Pd,11.5,ZnO,Zn,11.5,CeO2,75.9,Ca,1.1,33.1,9.40,543,20,3,2.40,0.5,15,79.1,11.87,0.0948
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.7Ca-PZC,Yes,PdZn,Pd,11.3,ZnO,Zn,11.4,CeO2,74.7,Ca,2.6,32.1,10.40,503,20,3,2.40,0.5,15.7,94,14.76,0.1179
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.7Ca-PZC,Yes,PdZn,Pd,11.3,ZnO,Zn,11.4,CeO2,74.7,Ca,2.6,32.1,10.40,493,20,3,2.40,0.5,14.4,96,13.82,0.1105
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.7Ca-PZC,Yes,PdZn,Pd,11.3,ZnO,Zn,11.4,CeO2,74.7,Ca,2.6,32.1,10.40,523,20,3,2.40,0.5,17.1,84,14.36,0.1148
S.F. Zaman et al 2023,https://doi.org/10.1016/j.fuel.2023.127927,0.7Ca-PZC,Yes,PdZn,Pd,11.3,ZnO,Zn,11.4,CeO2,74.7,Ca,2.6,32.1,10.40,543,20,3,2.40,0.5,17.7,72.5,12.83,0.1026
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (IV) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,85.5,4.00,473,80,3,NA,NA,2.4,100,2.4,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (IV) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,85.5,4.00,493,80,3,NA,NA,3.6,100,3.6,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (IV) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,85.5,4.00,513,80,3,NA,NA,5.8,100,5.8,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (IV) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,85.5,4.00,533,80,3,NA,NA,8.6,92,7.9,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (I) 15,Yes,CuO,Cu,15,NA,NA,NA,ZrO2,85,NA,NA,50.4,7.00,493,80,3,NA,NA,0,NA,NA,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (I) 15,Yes,CuO,Cu,15,NA,NA,NA,ZrO2,85,NA,NA,50.4,7.00,473,80,3,NA,NA,0,NA,NA,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (I) 15,Yes,CuO,Cu,15,NA,NA,NA,ZrO2,85,NA,NA,50.4,7.00,513,80,3,NA,NA,2.2,100,2.2,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (I) 15,Yes,CuO,Cu,15,NA,NA,NA,ZrO2,85,NA,NA,50.4,7.00,533,80,3,NA,NA,3.3,100,3.3,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (II) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,45,21.00,473,80,3,NA,NA,1.5,100,1.5,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (II) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,45,21.00,493,80,3,NA,NA,2.4,100,2.4,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (II) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,45,21.00,513,80,3,NA,NA,3.5,100,3.5,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (II) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,45,21.00,533,80,3,NA,NA,5.5,100,5.5,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (V) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,182,NA,473,80,3,NA,NA,2.4,100,2.4,NA
